model;method;k;mask_mode;f1_original;f1_masked;f1_drop;acc_original;acc_masked;acc_drop;mean_abs_diff;zones_removed
pls;Reg_vet;17;zero;0.746194;0.392337;0.353857;0.758621;0.551724;0.206897;0.135433;"Zn ka; Mn; Rayleigh ka; Ca ka; Sr; Rb; Compton ka; background2; K; Compton kb; Zn kb; Fe ka; Ca kb; Rh L + Ar; Cu; Ni; background3"
pls;Reg_vet;18;zero;0.746194;0.392337;0.353857;0.758621;0.551724;0.206897;0.1335;"Zn ka; Mn; Rayleigh ka; Ca ka; Sr; Rb; Compton ka; background2; K; Compton kb; Zn kb; Fe ka; Ca kb; Rh L + Ar; Cu; Ni; background3; S"
pls;Reg_vet;19;zero;0.746194;0.392337;0.353857;0.758621;0.551724;0.206897;0.132703;"Zn ka; Mn; Rayleigh ka; Ca ka; Sr; Rb; Compton ka; background2; K; Compton kb; Zn kb; Fe ka; Ca kb; Rh L + Ar; Cu; Ni; background3; S; Ti ka"
pls;Reg_vet;20;zero;0.746194;0.392337;0.353857;0.758621;0.551724;0.206897;0.132312;"Zn ka; Mn; Rayleigh ka; Ca ka; Sr; Rb; Compton ka; background2; K; Compton kb; Zn kb; Fe ka; Ca kb; Rh L + Ar; Cu; Ni; background3; S; Ti ka; Fe kb"
pls;Reg_vet;21;zero;0.746194;0.392337;0.353857;0.758621;0.551724;0.206897;0.125617;"Zn ka; Mn; Rayleigh ka; Ca ka; Sr; Rb; Compton ka; background2; K; Compton kb; Zn kb; Fe ka; Ca kb; Rh L + Ar; Cu; Ni; background3; S; Ti ka; Fe kb; Zr"
pls;Reg_vet;22;zero;0.746194;0.392337;0.353857;0.758621;0.551724;0.206897;0.124411;"Zn ka; Mn; Rayleigh ka; Ca ka; Sr; Rb; Compton ka; background2; K; Compton kb; Zn kb; Fe ka; Ca kb; Rh L + Ar; Cu; Ni; background3; S; Ti ka; Fe kb; Zr; background1"
pls;Reg_vet;23;zero;0.746194;0.392337;0.353857;0.758621;0.551724;0.206897;0.123829;"Zn ka; Mn; Rayleigh ka; Ca ka; Sr; Rb; Compton ka; background2; K; Compton kb; Zn kb; Fe ka; Ca kb; Rh L + Ar; Cu; Ni; background3; S; Ti ka; Fe kb; Zr; background1; P"
pls;Reg_vet;24;zero;0.746194;0.392337;0.353857;0.758621;0.551724;0.206897;0.130527;"Zn ka; Mn; Rayleigh ka; Ca ka; Sr; Rb; Compton ka; background2; K; Compton kb; Zn kb; Fe ka; Ca kb; Rh L + Ar; Cu; Ni; background3; S; Ti ka; Fe kb; Zr; background1; P; Rayleigh kb"
pls;Reg_vet;25;zero;0.746194;0.392337;0.353857;0.758621;0.551724;0.206897;0.132815;"Zn ka; Mn; Rayleigh ka; Ca ka; Sr; Rb; Compton ka; background2; K; Compton kb; Zn kb; Fe ka; Ca kb; Rh L + Ar; Cu; Ni; background3; S; Ti ka; Fe kb; Zr; background1; P; Rayleigh kb; Al"
pls;Reg_vet;26;zero;0.746194;0.392337;0.353857;0.758621;0.551724;0.206897;0.134508;"Zn ka; Mn; Rayleigh ka; Ca ka; Sr; Rb; Compton ka; background2; K; Compton kb; Zn kb; Fe ka; Ca kb; Rh L + Ar; Cu; Ni; background3; S; Ti ka; Fe kb; Zr; background1; P; Rayleigh kb; Al; Si"
