split_seed;Node;Local_Reaching_Centrality;Zone;Threshold;Operator;smx_seeds_used;smx_seed_number;method;model
5;background1 <= 1.68;0.0012568450708144632;background1;1.68;<=;3;10;perturbation;pls
5;Fe ka <= -19.55;0.0011935132609377714;Fe ka;-19.55;<=;3;10;perturbation;pls
5;Fe kb <= -5.77;0.0011537134514331018;Fe kb;-5.77;<=;3;10;perturbation;pls
5;Fe kb <= -4.73;0.0009861846510760325;Fe kb;-4.73;<=;3;10;perturbation;pls
5;background1 <= -0.17;0.0009621273594576475;background1;-0.17;<=;3;10;perturbation;pls
5;background3 > -0.50;0.0007065858972774398;background3;-0.50;>;3;10;perturbation;pls
5;background2 <= 1.13;0.0006195797272668677;background2;1.13;<=;3;10;perturbation;pls
5;Fe ka <= -19.11;0.0006055888970717603;Fe ka;-19.11;<=;3;10;perturbation;pls
5;background2 <= 0.27;0.000599635635708652;background2;0.27;<=;3;10;perturbation;pls
5;background3 <= 3.25;0.0005822727656463075;background3;3.25;<=;3;10;perturbation;pls
5;Ar ka + Ag L <= -0.23;0.000572563197547663;Ar ka + Ag L;-0.23;<=;3;10;perturbation;pls
5;background2 <= -0.39;0.0005655191096303228;background2;-0.39;<=;3;10;perturbation;pls
5;background2 > -1.02;0.0005421753965171284;background2;-1.02;>;3;10;perturbation;pls
5;background2 > -0.39;0.0005397002657812866;background2;-0.39;>;3;10;perturbation;pls
5;background3 <= 1.29;0.0005165749441571124;background3;1.29;<=;3;10;perturbation;pls
5;background3 > 1.29;0.0005153090835259682;background3;1.29;>;3;10;perturbation;pls
5;Ar ka + Ag L > -0.23;0.0005096200069774397;Ar ka + Ag L;-0.23;>;3;10;perturbation;pls
5;Ar ka + Ag L > 0.25;0.000491706013434415;Ar ka + Ag L;0.25;>;3;10;perturbation;pls
5;Ar ka + Ag L <= 1.16;0.000491612475124589;Ar ka + Ag L;1.16;<=;3;10;perturbation;pls
5;Ar ka + Ag L > -1.12;0.0004913126528152536;Ar ka + Ag L;-1.12;>;3;10;perturbation;pls
5;Ar ka + Ag L <= 0.25;0.0004906360927284189;Ar ka + Ag L;0.25;<=;3;10;perturbation;pls
5;background2 > 0.27;0.0004891882888904075;background2;0.27;>;3;10;perturbation;pls
5;background3 <= -0.50;0.0004750793113815501;background3;-0.50;<=;3;10;perturbation;pls
5;Fe ka <= -18.36;0.00031412934202298466;Fe ka;-18.36;<=;3;10;perturbation;pls
5;background3 > -2.50;0.00030578556474900373;background3;-2.50;>;3;10;perturbation;pls
5;Zn kb > -0.34;9.968162406967214e-05;Zn kb;-0.34;>;3;10;perturbation;pls
5;Zn kb > 0.36;5.941429607453517e-05;Zn kb;0.36;>;3;10;perturbation;pls
5;Zn kb <= 0.36;5.3775115113330556e-05;Zn kb;0.36;<=;3;10;perturbation;pls
5;Zn kb <= -0.34;5.287468636503507e-05;Zn kb;-0.34;<=;3;10;perturbation;pls
5;Zn kb > -1.08;5.2100439832063476e-05;Zn kb;-1.08;>;3;10;perturbation;pls
5;Zn kb <= 1.10;4.671529290256232e-05;Zn kb;1.10;<=;3;10;perturbation;pls
5;Class_B;0.0;;;;3;10;perturbation;pls
5;Class_A;0.0;;;;3;10;perturbation;pls
5;Ti ka <= -3.86;9.127865073225308;Ti ka;-3.86;<=;4;10;perturbation;pls
5;Ti ka <= 9.41;7.2481260016996405;Ti ka;9.41;<=;4;10;perturbation;pls
5;Ti ka > 9.41;6.393643544288197;Ti ka;9.41;>;4;10;perturbation;pls
5;Ti ka <= 19.39;5.764417953224624;Ti ka;19.39;<=;4;10;perturbation;pls
5;Ti ka > -28.53;4.9780846711832165;Ti ka;-28.53;>;4;10;perturbation;pls
5;Ti ka > -3.86;3.909912105359298;Ti ka;-3.86;>;4;10;perturbation;pls
5;Ca ka > -5.73;2.984545438779044;Ca ka;-5.73;>;4;10;perturbation;pls
5;Ca ka > -15.89;2.2459503243211514;Ca ka;-15.89;>;4;10;perturbation;pls
5;Ca ka > -26.60;1.7530056878962998;Ca ka;-26.60;>;4;10;perturbation;pls
5;Cu ka > -10.00;1.273137848263039;Cu ka;-10.00;>;4;10;perturbation;pls
5;Ti kb <= -2.32;1.0076021102599282;Ti kb;-2.32;<=;4;10;perturbation;pls
5;Ti kb > 2.49;0.9019798213000321;Ti kb;2.49;>;4;10;perturbation;pls
5;Ca ka <= -15.89;0.7881873588604519;Ca ka;-15.89;<=;4;10;perturbation;pls
5;Cu ka > -11.31;0.7007296086771728;Cu ka;-11.31;>;4;10;perturbation;pls
5;Ca ka <= 37.89;0.6152989616684655;Ca ka;37.89;<=;4;10;perturbation;pls
5;Ti kb <= 2.49;0.5998685248170601;Ti kb;2.49;<=;4;10;perturbation;pls
5;Ti kb <= 6.85;0.5629857976996842;Ti kb;6.85;<=;4;10;perturbation;pls
5;Ti kb > -10.21;0.5532283731022511;Ti kb;-10.21;>;4;10;perturbation;pls
5;Cu ka > -12.06;0.5145314698269656;Cu ka;-12.06;>;4;10;perturbation;pls
5;Ca ka <= -5.73;0.5081249464497012;Ca ka;-5.73;<=;4;10;perturbation;pls
5;Ti kb > -2.32;0.4958945785499448;Ti kb;-2.32;>;4;10;perturbation;pls
5;Ca kb > -2.01;0.3377854342597958;Ca kb;-2.01;>;4;10;perturbation;pls
5;Ca kb > -5.57;0.2179773616593812;Ca kb;-5.57;>;4;10;perturbation;pls
5;Ca kb > -8.72;0.12563047540253242;Ca kb;-8.72;>;4;10;perturbation;pls
5;Fe ka > -19.11;0.10592743631228728;Fe ka;-19.11;>;4;10;perturbation;pls
5;Cu ka <= -11.31;0.08322475351158637;Cu ka;-11.31;<=;4;10;perturbation;pls
5;Ca kb <= -5.57;0.07892071834474895;Ca kb;-5.57;<=;4;10;perturbation;pls
5;Ca kb <= 12.51;0.07778461655897681;Ca kb;12.51;<=;4;10;perturbation;pls
5;Ag ka scattering <= 3.43;0.0769338829625418;Ag ka scattering;3.43;<=;4;10;perturbation;pls
5;Ag ka scattering <= -0.16;0.07517501729580142;Ag ka scattering;-0.16;<=;4;10;perturbation;pls
5;Ag ka scattering <= 1.64;0.07123165567873438;Ag ka scattering;1.64;<=;4;10;perturbation;pls
5;Ca kb <= -2.01;0.06904823826507495;Ca kb;-2.01;<=;4;10;perturbation;pls
5;Fe ka > -19.55;0.06554043721553104;Fe ka;-19.55;>;4;10;perturbation;pls
5;Ag ka scattering > 1.64;0.06268844275722671;Ag ka scattering;1.64;>;4;10;perturbation;pls
5;Cu ka <= 2.23;0.05927331516089705;Cu ka;2.23;<=;4;10;perturbation;pls
5;Fe ka > -20.09;0.044990700319043966;Fe ka;-20.09;>;4;10;perturbation;pls
5;Cu ka <= -10.00;0.044501156182148824;Cu ka;-10.00;<=;4;10;perturbation;pls
5;Cu kb > -1.90;0.042542491668189075;Cu kb;-1.90;>;4;10;perturbation;pls
5;Ag ka scattering > -0.16;0.039927042290852865;Ag ka scattering;-0.16;>;4;10;perturbation;pls
5;Ag ka scattering > -1.57;0.03663497631345502;Ag ka scattering;-1.57;>;4;10;perturbation;pls
5;Cu kb > -2.59;0.03250276068988485;Cu kb;-2.59;>;4;10;perturbation;pls
5;Cu kb > -3.21;0.02138168098991391;Cu kb;-3.21;>;4;10;perturbation;pls
5;Fe kb > -5.38;0.01044353378355422;Fe kb;-5.38;>;4;10;perturbation;pls
5;Fe kb > -5.77;0.007768508572797056;Fe kb;-5.77;>;4;10;perturbation;pls
5;Cu kb <= -2.59;0.006485251081166034;Cu kb;-2.59;<=;4;10;perturbation;pls
5;Zn ka > 0.13;0.005667041340891696;Zn ka;0.13;>;4;10;perturbation;pls
5;Fe kb > -6.16;0.005578176870560718;Fe kb;-6.16;>;4;10;perturbation;pls
5;background1 > -0.17;0.005479949930903592;background1;-0.17;>;4;10;perturbation;pls
5;Cu kb <= -1.90;0.0050915171122232865;Cu kb;-1.90;<=;4;10;perturbation;pls
5;Zn ka <= -0.84;0.004636062971087131;Zn ka;-0.84;<=;4;10;perturbation;pls
5;Zn ka > -1.77;0.0044915905612280095;Zn ka;-1.77;>;4;10;perturbation;pls
5;background1 > -0.96;0.0043384249309523755;background1;-0.96;>;4;10;perturbation;pls
5;Zn ka > -0.84;0.004208114530585206;Zn ka;-0.84;>;4;10;perturbation;pls
5;background1 > -1.74;0.003837974880751385;background1;-1.74;>;4;10;perturbation;pls
5;Cu kb <= 0.39;0.003425538074885783;Cu kb;0.39;<=;4;10;perturbation;pls
5;Zn ka <= 0.13;0.0021607723884097567;Zn ka;0.13;<=;4;10;perturbation;pls
5;background1 <= -0.96;0.0020655774471115304;background1;-0.96;<=;4;10;perturbation;pls
5;Zn ka <= 1.55;0.00177446977086483;Zn ka;1.55;<=;4;10;perturbation;pls
5;Fe kb <= -5.38;0.0013460356216373846;Fe kb;-5.38;<=;4;10;perturbation;pls
5;background1 <= 1.68;0.0012769314440656725;background1;1.68;<=;4;10;perturbation;pls
5;Fe ka <= -19.55;0.0011318832642769738;Fe ka;-19.55;<=;4;10;perturbation;pls
5;Fe kb <= -5.77;0.0011064436157839726;Fe kb;-5.77;<=;4;10;perturbation;pls
5;Fe kb <= -4.73;0.0010135241843945366;Fe kb;-4.73;<=;4;10;perturbation;pls
5;background1 <= -0.17;0.0009693550992519973;background1;-0.17;<=;4;10;perturbation;pls
5;background3 > -0.50;0.0006807630368395421;background3;-0.50;>;4;10;perturbation;pls
5;Fe ka <= -19.11;0.0006341700860992862;Fe ka;-19.11;<=;4;10;perturbation;pls
5;background2 <= 0.27;0.0006074198073133881;background2;0.27;<=;4;10;perturbation;pls
5;background2 <= 1.13;0.0006059844270568668;background2;1.13;<=;4;10;perturbation;pls
5;background3 <= 3.25;0.0005981054115219709;background3;3.25;<=;4;10;perturbation;pls
5;background2 <= -0.39;0.0005682018880432474;background2;-0.39;<=;4;10;perturbation;pls
5;Ar ka + Ag L <= -0.23;0.0005517918714885812;Ar ka + Ag L;-0.23;<=;4;10;perturbation;pls
5;background2 > -1.02;0.0005367553295045015;background2;-1.02;>;4;10;perturbation;pls
5;background2 > -0.39;0.0005258426738271306;background2;-0.39;>;4;10;perturbation;pls
5;background3 <= 1.29;0.0005177417332047226;background3;1.29;<=;4;10;perturbation;pls
5;Ar ka + Ag L > -0.23;0.0005116218662542811;Ar ka + Ag L;-0.23;>;4;10;perturbation;pls
5;background3 > 1.29;0.0005055397919733867;background3;1.29;>;4;10;perturbation;pls
5;Ar ka + Ag L > 0.25;0.000503394799078048;Ar ka + Ag L;0.25;>;4;10;perturbation;pls
5;Ar ka + Ag L <= 1.16;0.0004984153372443359;Ar ka + Ag L;1.16;<=;4;10;perturbation;pls
5;Ar ka + Ag L > -1.12;0.0004927378410301315;Ar ka + Ag L;-1.12;>;4;10;perturbation;pls
5;Ar ka + Ag L <= 0.25;0.000490682717828168;Ar ka + Ag L;0.25;<=;4;10;perturbation;pls
5;background2 > 0.27;0.00048579209476323467;background2;0.27;>;4;10;perturbation;pls
5;background3 <= -0.50;0.00046297653549878706;background3;-0.50;<=;4;10;perturbation;pls
5;background3 > -2.50;0.00033089568203893997;background3;-2.50;>;4;10;perturbation;pls
5;Fe ka <= -18.36;0.00031821025785631625;Fe ka;-18.36;<=;4;10;perturbation;pls
5;Zn kb > -0.34;8.152263373552949e-05;Zn kb;-0.34;>;4;10;perturbation;pls
5;Zn kb <= 1.10;6.987909915309283e-05;Zn kb;1.10;<=;4;10;perturbation;pls
5;Zn kb > 0.36;6.314457116682582e-05;Zn kb;0.36;>;4;10;perturbation;pls
5;Zn kb <= 0.36;5.945937249757593e-05;Zn kb;0.36;<=;4;10;perturbation;pls
5;Zn kb > -1.08;4.7437032814424274e-05;Zn kb;-1.08;>;4;10;perturbation;pls
5;Zn kb <= -0.34;4.71488316162048e-05;Zn kb;-0.34;<=;4;10;perturbation;pls
5;Class_B;0.0;;;;4;10;perturbation;pls
5;Class_A;0.0;;;;4;10;perturbation;pls
5;Ti ka <= -3.86;9.038106797404534;Ti ka;-3.86;<=;5;10;perturbation;pls
5;Ti ka <= 9.41;7.163472133019594;Ti ka;9.41;<=;5;10;perturbation;pls
5;Ti ka > 9.41;6.345632326824511;Ti ka;9.41;>;5;10;perturbation;pls
5;Ti ka <= 19.39;5.72227555872554;Ti ka;19.39;<=;5;10;perturbation;pls
5;Ti ka > -28.53;4.97806146700921;Ti ka;-28.53;>;5;10;perturbation;pls
5;Ti ka > -3.86;3.9150130455151952;Ti ka;-3.86;>;5;10;perturbation;pls
5;Ca ka > -5.73;2.9955550743906647;Ca ka;-5.73;>;5;10;perturbation;pls
5;Ca ka > -15.89;2.2637595536539026;Ca ka;-15.89;>;5;10;perturbation;pls
5;Ca ka > -26.60;1.779145622456613;Ca ka;-26.60;>;5;10;perturbation;pls
5;Cu ka > -10.00;1.3112683674375092;Cu ka;-10.00;>;5;10;perturbation;pls
5;Ti kb <= -2.32;1.0228130880066602;Ti kb;-2.32;<=;5;10;perturbation;pls
5;Ti kb > 2.49;0.8912066460881356;Ti kb;2.49;>;5;10;perturbation;pls
5;Cu ka > -11.31;0.781653776339874;Cu ka;-11.31;>;5;10;perturbation;pls
5;Ca ka <= -15.89;0.7641451333131976;Ca ka;-15.89;<=;5;10;perturbation;pls
5;Ca ka <= 37.89;0.6863513856446897;Ca ka;37.89;<=;5;10;perturbation;pls
5;Ti kb <= 2.49;0.6386838254609268;Ti kb;2.49;<=;5;10;perturbation;pls
5;Ti kb > -10.21;0.6151091092824112;Ti kb;-10.21;>;5;10;perturbation;pls
5;Ti kb <= 6.85;0.5722284948905185;Ti kb;6.85;<=;5;10;perturbation;pls
5;Ti kb > -2.32;0.5404852728684657;Ti kb;-2.32;>;5;10;perturbation;pls
5;Cu ka > -12.06;0.5207907730980319;Cu ka;-12.06;>;5;10;perturbation;pls
5;Ca ka <= -5.73;0.508686523092;Ca ka;-5.73;<=;5;10;perturbation;pls
5;Ca kb > -2.01;0.33505131454552917;Ca kb;-2.01;>;5;10;perturbation;pls
5;Ca kb > -5.57;0.21722806375017317;Ca kb;-5.57;>;5;10;perturbation;pls
5;Ca kb > -8.72;0.12707675625554832;Ca kb;-8.72;>;5;10;perturbation;pls
5;Fe ka > -19.11;0.10833759194960131;Fe ka;-19.11;>;5;10;perturbation;pls
5;Ca kb <= -5.57;0.08130603054037122;Ca kb;-5.57;<=;5;10;perturbation;pls
5;Cu ka <= -11.31;0.07977477872308016;Cu ka;-11.31;<=;5;10;perturbation;pls
5;Ag ka scattering <= -0.16;0.07721366939501326;Ag ka scattering;-0.16;<=;5;10;perturbation;pls
5;Ag ka scattering <= 3.43;0.07429070811367564;Ag ka scattering;3.43;<=;5;10;perturbation;pls
5;Ca kb <= 12.51;0.07385347479790536;Ca kb;12.51;<=;5;10;perturbation;pls
5;Ag ka scattering <= 1.64;0.06921005680468348;Ag ka scattering;1.64;<=;5;10;perturbation;pls
5;Ca kb <= -2.01;0.06524300306639041;Ca kb;-2.01;<=;5;10;perturbation;pls
5;Fe ka > -19.55;0.0624189831236555;Fe ka;-19.55;>;5;10;perturbation;pls
5;Ag ka scattering > 1.64;0.061832714219758535;Ag ka scattering;1.64;>;5;10;perturbation;pls
5;Cu ka <= 2.23;0.05875865558584574;Cu ka;2.23;<=;5;10;perturbation;pls
5;Fe ka > -20.09;0.0434344449811941;Fe ka;-20.09;>;5;10;perturbation;pls
5;Cu ka <= -10.00;0.04317957110694455;Cu ka;-10.00;<=;5;10;perturbation;pls
5;Cu kb > -1.90;0.040944072227804516;Cu kb;-1.90;>;5;10;perturbation;pls
5;Ag ka scattering > -0.16;0.039839490254868104;Ag ka scattering;-0.16;>;5;10;perturbation;pls
5;Ag ka scattering > -1.57;0.035079641318119366;Ag ka scattering;-1.57;>;5;10;perturbation;pls
5;Cu kb > -2.59;0.03250962542103314;Cu kb;-2.59;>;5;10;perturbation;pls
5;Cu kb > -3.21;0.021629566853852266;Cu kb;-3.21;>;5;10;perturbation;pls
5;Fe kb > -5.38;0.010893991215177635;Fe kb;-5.38;>;5;10;perturbation;pls
5;Fe kb > -5.77;0.008419239801126337;Fe kb;-5.77;>;5;10;perturbation;pls
5;Cu kb <= -2.59;0.006471526336042985;Cu kb;-2.59;<=;5;10;perturbation;pls
5;background1 > -0.17;0.005468067916623803;background1;-0.17;>;5;10;perturbation;pls
5;Zn ka > 0.13;0.005428563131261553;Zn ka;0.13;>;5;10;perturbation;pls
5;Fe kb > -6.16;0.00541943997847409;Fe kb;-6.16;>;5;10;perturbation;pls
5;Cu kb <= -1.90;0.004921995528821783;Cu kb;-1.90;<=;5;10;perturbation;pls
5;Zn ka > -1.77;0.004399219706380429;Zn ka;-1.77;>;5;10;perturbation;pls
5;Zn ka <= -0.84;0.004204697326967023;Zn ka;-0.84;<=;5;10;perturbation;pls
5;background1 > -0.96;0.004201200574962115;background1;-0.96;>;5;10;perturbation;pls
5;Zn ka > -0.84;0.004093854678072632;Zn ka;-0.84;>;5;10;perturbation;pls
5;background1 > -1.74;0.0035466966793940625;background1;-1.74;>;5;10;perturbation;pls
5;Cu kb <= 0.39;0.0033033490841010487;Cu kb;0.39;<=;5;10;perturbation;pls
5;Zn ka <= 0.13;0.0020943814375420627;Zn ka;0.13;<=;5;10;perturbation;pls
5;background1 <= -0.96;0.0019508465820874434;background1;-0.96;<=;5;10;perturbation;pls
5;Zn ka <= 1.55;0.001730913197243615;Zn ka;1.55;<=;5;10;perturbation;pls
5;background1 <= 1.68;0.001266818345475203;background1;1.68;<=;5;10;perturbation;pls
5;Fe kb <= -5.38;0.0012035841598516776;Fe kb;-5.38;<=;5;10;perturbation;pls
5;Fe kb <= -5.77;0.0010738001978961489;Fe kb;-5.77;<=;5;10;perturbation;pls
5;Fe ka <= -19.55;0.0010332799509948864;Fe ka;-19.55;<=;5;10;perturbation;pls
5;Fe kb <= -4.73;0.0009859974680362946;Fe kb;-4.73;<=;5;10;perturbation;pls
5;background1 <= -0.17;0.0009593831621254013;background1;-0.17;<=;5;10;perturbation;pls
5;background3 > -0.50;0.0006759819829357191;background3;-0.50;>;5;10;perturbation;pls
5;background2 <= 0.27;0.0005907021026636363;background2;0.27;<=;5;10;perturbation;pls
5;background2 <= 1.13;0.0005904458136253823;background2;1.13;<=;5;10;perturbation;pls
5;background3 <= 3.25;0.0005853022196652532;background3;3.25;<=;5;10;perturbation;pls
5;Fe ka <= -19.11;0.0005827713054890113;Fe ka;-19.11;<=;5;10;perturbation;pls
5;background2 <= -0.39;0.0005544021722805879;background2;-0.39;<=;5;10;perturbation;pls
5;Ar ka + Ag L <= -0.23;0.0005405033746339804;Ar ka + Ag L;-0.23;<=;5;10;perturbation;pls
5;background2 > -1.02;0.0005266411765429515;background2;-1.02;>;5;10;perturbation;pls
5;background2 > -0.39;0.0005151183248829853;background2;-0.39;>;5;10;perturbation;pls
5;background3 <= 1.29;0.0005057543745064424;background3;1.29;<=;5;10;perturbation;pls
5;Ar ka + Ag L > -0.23;0.0005009728141063426;Ar ka + Ag L;-0.23;>;5;10;perturbation;pls
5;Ar ka + Ag L <= 1.16;0.0004945651400284521;Ar ka + Ag L;1.16;<=;5;10;perturbation;pls
5;Ar ka + Ag L > 0.25;0.0004880662694499529;Ar ka + Ag L;0.25;>;5;10;perturbation;pls
5;Ar ka + Ag L <= 0.25;0.00048711660581843486;Ar ka + Ag L;0.25;<=;5;10;perturbation;pls
5;Ar ka + Ag L > -1.12;0.00048645158240066924;Ar ka + Ag L;-1.12;>;5;10;perturbation;pls
5;background3 > 1.29;0.0004820548227119865;background3;1.29;>;5;10;perturbation;pls
5;background2 > 0.27;0.00047798979351303583;background2;0.27;>;5;10;perturbation;pls
5;background3 <= -0.50;0.000448623641234114;background3;-0.50;<=;5;10;perturbation;pls
5;Fe ka <= -18.36;0.0003143940818023736;Fe ka;-18.36;<=;5;10;perturbation;pls
5;background3 > -2.50;0.0003074274270680985;background3;-2.50;>;5;10;perturbation;pls
5;Zn kb <= 0.36;7.879878376546458e-05;Zn kb;0.36;<=;5;10;perturbation;pls
5;Zn kb <= 1.10;7.522185792698925e-05;Zn kb;1.10;<=;5;10;perturbation;pls
5;Zn kb > -0.34;7.16529056186191e-05;Zn kb;-0.34;>;5;10;perturbation;pls
5;Zn kb > 0.36;5.653834511155804e-05;Zn kb;0.36;>;5;10;perturbation;pls
5;Zn kb <= -0.34;5.2934449564627704e-05;Zn kb;-0.34;<=;5;10;perturbation;pls
5;Zn kb > -1.08;4.941997473847787e-05;Zn kb;-1.08;>;5;10;perturbation;pls
5;Class_B;0.0;;;;5;10;perturbation;pls
5;Class_A;0.0;;;;5;10;perturbation;pls
5;Ti ka <= -3.86;9.027443212911814;Ti ka;-3.86;<=;6;10;perturbation;pls
5;Ti ka <= 9.41;7.20775367028972;Ti ka;9.41;<=;6;10;perturbation;pls
5;Ti ka > 9.41;6.365872447424437;Ti ka;9.41;>;6;10;perturbation;pls
5;Ti ka <= 19.39;5.695468173914943;Ti ka;19.39;<=;6;10;perturbation;pls
5;Ti ka > -28.53;4.919534633705569;Ti ka;-28.53;>;6;10;perturbation;pls
5;Ti ka > -3.86;3.880593522794975;Ti ka;-3.86;>;6;10;perturbation;pls
5;Ca ka > -5.73;2.9849166754480456;Ca ka;-5.73;>;6;10;perturbation;pls
5;Ca ka > -15.89;2.2726513715604413;Ca ka;-15.89;>;6;10;perturbation;pls
5;Ca ka > -26.60;1.8026416753081598;Ca ka;-26.60;>;6;10;perturbation;pls
5;Cu ka > -10.00;1.3521625871415068;Cu ka;-10.00;>;6;10;perturbation;pls
5;Ti kb <= -2.32;1.0650789702605319;Ti kb;-2.32;<=;6;10;perturbation;pls
5;Ti kb > 2.49;0.9351673232247721;Ti kb;2.49;>;6;10;perturbation;pls
5;Ca ka <= -15.89;0.8144005379124749;Ca ka;-15.89;<=;6;10;perturbation;pls
5;Cu ka > -11.31;0.8062384062499671;Cu ka;-11.31;>;6;10;perturbation;pls
5;Ca ka <= 37.89;0.7109621232877354;Ca ka;37.89;<=;6;10;perturbation;pls
5;Ti kb <= 2.49;0.6344641093025819;Ti kb;2.49;<=;6;10;perturbation;pls
5;Ti kb > -10.21;0.6307135298351584;Ti kb;-10.21;>;6;10;perturbation;pls
5;Ti kb <= 6.85;0.5612641633687802;Ti kb;6.85;<=;6;10;perturbation;pls
5;Ti kb > -2.32;0.5434538263568853;Ti kb;-2.32;>;6;10;perturbation;pls
5;Cu ka > -12.06;0.5013370575734816;Cu ka;-12.06;>;6;10;perturbation;pls
5;Ca ka <= -5.73;0.4937407585574347;Ca ka;-5.73;<=;6;10;perturbation;pls
5;Ca kb > -2.01;0.3310574636379997;Ca kb;-2.01;>;6;10;perturbation;pls
5;Ca kb > -5.57;0.21280685294291177;Ca kb;-5.57;>;6;10;perturbation;pls
5;Ca kb > -8.72;0.12175749001216969;Ca kb;-8.72;>;6;10;perturbation;pls
5;Fe ka > -19.11;0.10395872656563708;Fe ka;-19.11;>;6;10;perturbation;pls
5;Ca kb <= -5.57;0.08454230487230929;Ca kb;-5.57;<=;6;10;perturbation;pls
5;Ag ka scattering <= -0.16;0.07947655725436502;Ag ka scattering;-0.16;<=;6;10;perturbation;pls
5;Cu ka <= -11.31;0.07920343407610275;Cu ka;-11.31;<=;6;10;perturbation;pls
5;Ca kb <= 12.51;0.07480968093110077;Ca kb;12.51;<=;6;10;perturbation;pls
5;Ag ka scattering <= 3.43;0.07424539633730794;Ag ka scattering;3.43;<=;6;10;perturbation;pls
5;Ag ka scattering <= 1.64;0.06930315753869716;Ag ka scattering;1.64;<=;6;10;perturbation;pls
5;Ca kb <= -2.01;0.06563434687779911;Ca kb;-2.01;<=;6;10;perturbation;pls
5;Ag ka scattering > 1.64;0.06345593474222162;Ag ka scattering;1.64;>;6;10;perturbation;pls
5;Fe ka > -19.55;0.06174568074261324;Fe ka;-19.55;>;6;10;perturbation;pls
5;Cu ka <= 2.23;0.06092629966213964;Cu ka;2.23;<=;6;10;perturbation;pls
5;Fe ka > -20.09;0.04409662499610483;Fe ka;-20.09;>;6;10;perturbation;pls
5;Cu ka <= -10.00;0.043948043924255074;Cu ka;-10.00;<=;6;10;perturbation;pls
5;Cu kb > -1.90;0.04149022228605008;Cu kb;-1.90;>;6;10;perturbation;pls
5;Ag ka scattering > -0.16;0.03981891714046446;Ag ka scattering;-0.16;>;6;10;perturbation;pls
5;Ag ka scattering > -1.57;0.033748594305687336;Ag ka scattering;-1.57;>;6;10;perturbation;pls
5;Cu kb > -2.59;0.03193701426546238;Cu kb;-2.59;>;6;10;perturbation;pls
5;Cu kb > -3.21;0.02111065009244135;Cu kb;-3.21;>;6;10;perturbation;pls
5;Fe kb > -5.38;0.010299171451562644;Fe kb;-5.38;>;6;10;perturbation;pls
5;Fe kb > -5.77;0.008031491485797218;Fe kb;-5.77;>;6;10;perturbation;pls
5;Cu kb <= -2.59;0.006273048730274222;Cu kb;-2.59;<=;6;10;perturbation;pls
5;background1 > -0.17;0.0054571091711014055;background1;-0.17;>;6;10;perturbation;pls
5;Fe kb > -6.16;0.005375866603587134;Fe kb;-6.16;>;6;10;perturbation;pls
5;Zn ka > 0.13;0.005346692978987692;Zn ka;0.13;>;6;10;perturbation;pls
5;Cu kb <= -1.90;0.004964631169469162;Cu kb;-1.90;<=;6;10;perturbation;pls
5;Zn ka > -1.77;0.004414679525315358;Zn ka;-1.77;>;6;10;perturbation;pls
5;Zn ka <= -0.84;0.004274080082770966;Zn ka;-0.84;<=;6;10;perturbation;pls
5;background1 > -0.96;0.004180250996049206;background1;-0.96;>;6;10;perturbation;pls
5;Zn ka > -0.84;0.004062199728999583;Zn ka;-0.84;>;6;10;perturbation;pls
5;background1 > -1.74;0.0037005204102104534;background1;-1.74;>;6;10;perturbation;pls
5;Cu kb <= 0.39;0.003204370293967964;Cu kb;0.39;<=;6;10;perturbation;pls
5;Zn ka <= 0.13;0.0020872813260743995;Zn ka;0.13;<=;6;10;perturbation;pls
5;background1 <= -0.96;0.0019575240574064984;background1;-0.96;<=;6;10;perturbation;pls
5;Zn ka <= 1.55;0.0017332629565346566;Zn ka;1.55;<=;6;10;perturbation;pls
5;background1 <= 1.68;0.0012846547415921062;background1;1.68;<=;6;10;perturbation;pls
5;Fe kb <= -5.38;0.0012033711973581287;Fe kb;-5.38;<=;6;10;perturbation;pls
5;Fe kb <= -5.77;0.0011796888064058424;Fe kb;-5.77;<=;6;10;perturbation;pls
5;Fe ka <= -19.55;0.0011352762531115076;Fe ka;-19.55;<=;6;10;perturbation;pls
5;Fe kb <= -4.73;0.0009990209724621902;Fe kb;-4.73;<=;6;10;perturbation;pls
5;background1 <= -0.17;0.000985733427835219;background1;-0.17;<=;6;10;perturbation;pls
5;background3 > -0.50;0.0007746720114784469;background3;-0.50;>;6;10;perturbation;pls
5;background2 <= 0.27;0.000662672259951561;background2;0.27;<=;6;10;perturbation;pls
5;background3 <= 3.25;0.0006621702831577364;background3;3.25;<=;6;10;perturbation;pls
5;background2 <= 1.13;0.0006406693884814283;background2;1.13;<=;6;10;perturbation;pls
5;background2 <= -0.39;0.0005996021262340468;background2;-0.39;<=;6;10;perturbation;pls
5;Ar ka + Ag L <= -0.23;0.0005816998368086058;Ar ka + Ag L;-0.23;<=;6;10;perturbation;pls
5;background3 <= 1.29;0.0005791544082103396;background3;1.29;<=;6;10;perturbation;pls
5;background2 > -1.02;0.0005661888829688167;background2;-1.02;>;6;10;perturbation;pls
5;Fe ka <= -19.11;0.0005644548053265235;Fe ka;-19.11;<=;6;10;perturbation;pls
5;Ar ka + Ag L > -0.23;0.000559144017394177;Ar ka + Ag L;-0.23;>;6;10;perturbation;pls
5;background2 > -0.39;0.000552105941674882;background2;-0.39;>;6;10;perturbation;pls
