B;0.915;2.335;5.235;9.015;12.65;13.815;12.025;8.55;5.18;2.85;1.485;0.765
B;0.95;2.635;5.95;10.77;14.495;16.015;13.445;9.3;5.24;2.77;1.55;0.925
B;0.955;2.405;5.275;9.06;12.72;14.15;12.36;8.67;5.13;2.755;1.555;0.94
B;0.955;2.41;5.54;9.99;14.105;15.325;13.07;8.56;4.805;2.465;1.4;0.76
B;0.905;2.345;5.145;9.045;12.675;13.94;12.21;8.505;4.995;2.675;1.52;0.915
B;0.925;2.325;5.17;8.85;12.365;13.39;11.91;8.27;4.79;2.635;1.325;0.835
B;1.105;2.575;5.8;10.075;14.16;15.165;13.58;9.67;5.83;3.13;1.65;0.94
B;1.1;2.575;5.73;9.82;14.075;15.05;13.545;9.275;5.405;3.11;1.615;0.86
B;0.955;2.475;5.685;9.63;13.47;14.84;12.91;9.14;5.53;2.805;1.6;0.86
B;1.035;2.77;5.855;10.335;14.27;15.685;14.095;9.62;5.995;3.125;1.685;1.015
B;0.94;2.53;5.31;9.485;13.215;14.41;13.005;8.815;5.19;2.87;1.505;0.77
B;1.005;2.515;5.745;9.91;13.855;14.775;13.285;9.145;5.505;2.775;1.55;0.875
B;1.085;2.655;5.78;9.85;13.655;14.815;12.97;9.25;5.505;2.84;1.63;0.885
B;0.775;2.225;5.0;8.69;11.85;13.05;11.465;7.735;4.455;2.315;1.275;0.775
B;1.0;2.82;6.075;10.615;15.135;16.325;14.595;9.9;5.76;3.0;1.61;0.89
B;0.895;2.25;4.74;8.44;11.52;12.655;10.9;7.64;4.615;2.405;1.33;0.665
B;0.97;2.365;5.465;9.77;13.45;14.805;12.62;8.555;4.82;2.56;1.365;0.845
B;1.005;2.55;5.695;9.905;13.485;14.645;13.24;9.33;5.56;2.98;1.635;0.985
B;1.055;2.655;5.94;10.525;14.39;16.035;13.95;9.765;5.62;3.135;1.595;0.9
B;1.025;2.595;5.69;9.74;13.3;14.815;12.45;9.0;5.32;2.63;1.46;0.85
B;1.01;2.66;5.55;9.71;13.59;14.77;12.92;9.305;5.325;2.87;1.495;0.915
B;0.96;2.335;5.11;8.975;12.49;13.72;12.15;8.46;4.925;2.715;1.415;0.825
B;0.895;2.35;5.36;9.14;12.64;13.895;12.22;8.455;4.985;2.61;1.405;0.855
B;0.89;2.31;5.195;9.325;12.94;14.045;11.86;8.21;4.675;2.405;1.24;0.77
B;1.005;2.235;5.065;8.625;12.005;12.82;11.485;8.22;4.75;2.52;1.335;0.795
B;1.095;2.85;6.5;11.435;15.78;17.26;15.025;10.065;5.88;3.03;1.565;0.905
B;0.985;2.3;5.1;8.865;12.085;13.585;11.985;8.345;5.025;2.71;1.395;0.755
B;1.09;2.68;5.79;9.92;14.015;15.2;13.76;9.475;5.735;3.015;1.58;0.945
B;0.68;2.025;4.655;7.74;11.0;12.085;10.385;7.0;3.795;1.96;1.105;0.625
B;1.075;3.005;6.07;11.29;15.11;16.695;14.315;9.325;5.235;2.84;1.48;0.855
B;0.91;2.44;4.89;8.8;12.82;13.81;11.59;8.21;5.03;2.39;1.29;0.81
B;0.985;2.44;5.055;9.265;12.755;13.73;12.285;8.72;5.25;2.905;1.57;0.86
B;1.0;2.36;5.4;9.04;12.92;14.44;12.41;8.77;4.75;2.55;1.29;0.86
B;1.05;2.66;5.725;9.715;13.705;14.83;13.06;9.18;5.45;2.955;1.56;0.93
B;0.93;2.5;5.28;9.305;12.82;14.105;12.34;8.475;4.84;2.62;1.365;0.88
B;0.925;2.26;4.86;8.545;11.685;13.055;11.2;7.575;4.34;2.205;1.24;0.685
B;0.87;2.36;5.29;9.23;13.14;14.11;11.82;7.8;4.34;2.19;1.15;0.78
B;0.72;1.735;3.89;6.545;9.52;10.27;8.715;6.115;3.535;1.855;1.04;0.665
B;0.8;1.98;4.77;7.86;11.27;12.38;10.87;7.66;4.25;2.35;1.23;0.66
B;1.03;2.46;5.87;9.65;13.63;14.86;12.9;8.89;5.09;2.69;1.42;0.82
B;0.85;2.49;5.15;9.07;12.82;13.45;11.8;8.02;4.61;2.42;1.38;0.72
B;0.98;2.66;5.88;10.13;14.2;15.75;13.37;9.3;5.52;2.58;1.46;0.81
B;0.97;2.26;5.24;8.95;12.92;14.41;12.62;8.58;5.12;2.77;1.48;0.78
B;1.12;2.44;5.58;9.45;13.15;14.4;12.57;8.6;4.96;2.69;1.41;0.92
B;1.05;2.61;5.71;10.36;14.43;15.58;13.9;9.25;5.56;2.98;1.55;0.97
B;0.97;2.59;5.78;10.11;14.4;15.07;12.2;8.27;4.19;2.32;1.23;0.7
B;0.95;2.71;5.83;10.35;13.49;15.69;13.37;9.16;5.36;2.76;1.5;0.84
B;0.85;2.39;5.31;9.81;13.06;14.16;12.15;8.43;4.62;2.3;1.27;0.84
B;1.08;2.44;5.35;9.67;13.3;14.4;12.72;8.6;5.16;2.7;1.44;0.93
B;0.96;2.51;5.59;9.7;13.7;15.04;13.03;9.31;5.42;2.86;1.6;1.0
B;1.03;2.44;5.37;9.8;13.94;15.13;12.64;8.72;5.05;2.38;1.24;0.79
B;0.97;2.44;5.13;9.67;13.03;14.37;12.25;8.81;5.02;2.57;1.37;0.93
B;0.99;2.685;5.785;10.205;14.355;15.695;13.455;9.155;5.205;2.805;1.4;0.865
B;0.91;2.46;5.1;9.17;12.42;13.92;11.96;8.38;4.66;2.5;1.4;0.76
B;0.81;2.3;5.08;9.1;12.73;13.49;11.92;8.0;4.42;2.56;1.39;0.7
B;0.96;2.34;5.22;9.24;12.94;14.25;11.96;8.27;4.83;2.55;1.29;0.83
B;0.76;1.97;3.84;7.2;9.93;11.05;9.19;6.55;3.81;2.09;1.18;0.69
B;1.04;2.47;5.85;10.34;14.82;15.25;12.91;8.85;4.46;2.29;1.26;0.76
B;1.06;2.59;5.72;10.37;14.01;15.39;13.6;9.16;4.92;2.64;1.44;0.82
